Chromosome,Plasmid,Label
NZ_CP124506.1,NZ_CP124507.1,1
NZ_CP125895.1,NZ_CP125896.1,1
NZ_CP125897.1,NZ_CP125898.1,1
NZ_CP116042.1,NZ_CP116043.1,1
NZ_CP125992.1,NZ_CP125993.1,1
NZ_CP126128.1,NZ_CP126129.1,1
NZ_CP126128.1,NZ_CP126130.1,1
NZ_CP126128.1,NZ_CP126131.1,1
NZ_CP126128.1,NZ_CP126132.1,1
NZ_CP126128.1,NZ_CP126133.1,1
NZ_CP109753.1,NZ_CP109755.1,1
NZ_CP109692.1,NZ_CP109693.1,1
NZ_CP109692.1,NZ_CP109691.1,1
NZ_CP109694.1,NZ_CP109698.1,1
NZ_CP109694.1,NZ_CP109697.1,1
NZ_CP109694.1,NZ_CP109696.1,1
NZ_CP109694.1,NZ_CP109695.1,1
NZ_CP127177.1,NZ_CP127178.1,1
NZ_CP127177.1,NZ_CP127179.1,1
NZ_CP092536.1,NZ_CP092537.1,1
NZ_CP127869.1,NZ_CP127870.1,1
NZ_CP127874.1,NZ_CP127875.1,1
NZ_CP127874.1,NZ_CP127876.1,1
NZ_CP127874.1,NZ_CP127877.1,1
NZ_CP127874.1,NZ_CP127878.1,1
NZ_CP127874.1,NZ_CP127879.1,1
NZ_CP127874.1,NZ_CP127880.1,1
NZ_CP127881.1,NZ_CP127882.1,1
NZ_CP125718.1,NZ_CP125720.1,1
NZ_CP125718.1,NZ_CP125721.1,1
NZ_CP125718.1,NZ_CP125725.1,1
NZ_CP125718.1,NZ_CP125719.1,1
NZ_CP125718.1,NZ_CP125722.1,1
NZ_CP125718.1,NZ_CP125724.1,1
NZ_CP125718.1,NZ_CP125723.1,1
NZ_CP125718.1,NZ_CP125726.1,1
NZ_AP025741.1,NZ_AP025742.1,1
NZ_AP025741.1,NZ_AP025743.1,1
NZ_AP025741.1,NZ_AP025744.1,1
NZ_AP027206.1,NZ_AP027207.1,1
NZ_AP027206.1,NZ_AP027208.1,1
NZ_AP027206.1,NZ_AP027209.1,1
NZ_AP027206.1,NZ_AP027210.1,1
NZ_AP027206.1,NZ_AP027211.1,1
NZ_AP027212.1,NZ_AP027213.1,1
NZ_AP027212.1,NZ_AP027214.1,1
NZ_AP027212.1,NZ_AP027215.1,1
NZ_AP027212.1,NZ_AP027216.1,1
NZ_AP027217.1,NZ_AP027218.1,1
NZ_AP027217.1,NZ_AP027219.1,1
NZ_AP027217.1,NZ_AP027220.1,1
NZ_AP027246.1,NZ_AP027247.1,1
NZ_AP027246.1,NZ_AP027248.1,1
NZ_AP027246.1,NZ_AP027249.1,1
NZ_AP027246.1,NZ_AP027250.1,1
NZ_AP027246.1,NZ_AP027251.1,1
NZ_AP027246.1,NZ_AP027252.1,1
NZ_AP027246.1,NZ_AP027253.1,1
NZ_AP027256.1,NZ_AP027257.1,1
NZ_AP027258.1,NZ_AP027259.1,1
NZ_AP027258.1,NZ_AP027260.1,1
NZ_AP027258.1,NZ_AP027261.1,1
NZ_AP027292.1,NZ_AP027293.1,1
NZ_AP027297.1,NZ_AP027298.1,1
NZ_AP027299.1,NZ_AP027301.1,1
NZ_AP027299.1,NZ_AP027300.1,1
NZ_AP027302.1,NZ_AP027303.1,1
NZ_AP027926.1,NZ_AP027927.1,1
NZ_AP027926.1,NZ_AP027928.1,1
NZ_AP027926.1,NZ_AP027929.1,1
NZ_AP028047.1,NZ_AP028048.1,1
NZ_AP028047.1,NZ_AP028049.1,1
NZ_AP028050.1,NZ_AP028051.1,1
NZ_AP028050.1,NZ_AP028052.1,1
NZ_AP028050.1,NZ_AP028053.1,1
NZ_AP028050.1,NZ_AP028054.1,1
NZ_CP127039.1,NZ_CP127040.1,1
NZ_CP127039.1,NZ_CP127041.1,1
NZ_CP127039.1,NZ_CP127042.1,1
NZ_CP127039.1,NZ_CP127043.1,1
NZ_CP127039.1,NZ_CP127044.1,1
NZ_CP128255.1,NZ_CP128256.1,1
NZ_CP128255.1,NZ_CP128257.1,1
NZ_CP128255.1,NZ_CP128258.1,1
NZ_CP128516.1,NZ_CP128517.1,1
NZ_CP128875.1,NZ_CP128876.1,1
NZ_CP128892.1,NZ_CP128895.1,1
NZ_CP128892.1,NZ_CP128894.1,1
NZ_CP128892.1,NZ_CP128896.1,1
NZ_CP128877.1,NZ_CP128882.1,1
NZ_CP128877.1,NZ_CP128884.1,1
NZ_CP128877.1,NZ_CP128885.1,1
NZ_CP128877.1,NZ_CP128886.1,1
NZ_CP128877.1,NZ_CP128887.1,1
NZ_CP128888.1,NZ_CP128889.1,1
NZ_CP128888.1,NZ_CP128890.1,1
NZ_CP128888.1,NZ_CP128891.1,1
NZ_CP128897.1,NZ_CP128899.1,1
NZ_CP128897.1,NZ_CP128901.1,1
NZ_CP128897.1,NZ_CP128902.1,1
NZ_CP128897.1,NZ_CP128903.1,1
NZ_CP128897.1,NZ_CP128904.1,1
NZ_CP128897.1,NZ_CP128905.1,1
NZ_CP128897.1,NZ_CP128906.1,1
NZ_CP128912.1,NZ_CP128913.1,1
NZ_CP128912.1,NZ_CP128915.1,1
NZ_CP128916.1,NZ_CP128917.1,1
NZ_CP128916.1,NZ_CP128918.1,1
NZ_CP128919.1,NZ_CP128920.1,1
NZ_CP128919.1,NZ_CP128921.1,1
NZ_CP128923.1,NZ_CP128924.1,1
NZ_CP128923.1,NZ_CP128925.1,1
NZ_CP128926.1,NZ_CP128927.1,1
NZ_CP128926.1,NZ_CP128928.1,1
NZ_CP128926.1,NZ_CP128929.1,1
NZ_CP128931.1,NZ_CP128932.1,1
NZ_CP128931.1,NZ_CP128933.1,1
NZ_CP128931.1,NZ_CP128934.1,1
NZ_CP128931.1,NZ_CP128935.1,1
NZ_CP128931.1,NZ_CP128936.1,1
NZ_CP128931.1,NZ_CP128937.1,1
NZ_CP128931.1,NZ_CP128938.1,1
NZ_CP128939.1,NZ_CP128940.1,1
NZ_CP128939.1,NZ_CP128941.1,1
NZ_CP128939.1,NZ_CP128942.1,1
NZ_CP128939.1,NZ_CP128943.1,1
NZ_CP128939.1,NZ_CP128944.1,1
NZ_CP128939.1,NZ_CP128945.1,1
NZ_CP128939.1,NZ_CP128946.1,1
NZ_CP128947.1,NZ_CP128948.1,1
NZ_CP128947.1,NZ_CP128949.1,1
NZ_CP128963.1,NZ_CP128964.1,1
NZ_CP128963.1,NZ_CP128965.1,1
NZ_CP128963.1,NZ_CP128966.1,1
NZ_CP128963.1,NZ_CP128967.1,1
NZ_CP128963.1,NZ_CP128968.1,1
NZ_CP128963.1,NZ_CP128969.1,1
NZ_CP128970.1,NZ_CP128971.1,1
NZ_CP128970.1,NZ_CP128972.1,1
NZ_CP128970.1,NZ_CP128973.1,1
NZ_CP128970.1,NZ_CP128974.1,1
NZ_CP128970.1,NZ_CP128975.1,1
NZ_CP128970.1,NZ_CP128976.1,1
NZ_CP128970.1,NZ_CP128977.1,1
NZ_CP128970.1,NZ_CP128978.1,1
NZ_CP128979.1,NZ_CP128980.1,1
NZ_CP128979.1,NZ_CP128981.1,1
NZ_CP128979.1,NZ_CP128982.1,1
NZ_CP128979.1,NZ_CP128983.1,1
NZ_CP128979.1,NZ_CP128984.1,1
NZ_CP128979.1,NZ_CP128985.1,1
NZ_CP129384.1,NZ_CP129385.1,1
NZ_CP129384.1,NZ_CP129386.1,1
NZ_CP129384.1,NZ_CP129387.1,1
NZ_CP129384.1,NZ_CP129388.1,1
NZ_CP129384.1,NZ_CP129389.1,1
NZ_CP129384.1,NZ_CP129390.1,1
NZ_CP098528.1,NZ_CP098529.1,1
NZ_CP098528.1,NZ_CP098530.1,1
NZ_CP098528.1,NZ_CP098531.1,1
NZ_CP091866.1,NZ_CP091867.1,1
NZ_CP091868.1,NZ_CP091869.1,1
NZ_CP092491.1,NZ_CP092492.1,1
NZ_CP073090.1,NZ_CP073091.1,1
NZ_CP073093.1,NZ_CP073094.1,1
NZ_CP073096.1,NZ_CP073099.1,1
NZ_CP073096.1,NZ_CP073097.1,1
NZ_CP073096.1,NZ_CP073098.1,1
NZ_CP130061.1,NZ_CP130062.1,1
NZ_CP082045.1,NZ_CP082046.1,1
NZ_CP082047.1,NZ_CP082048.1,1
NZ_CP082047.1,NZ_CP082049.1,1
NZ_CP082047.1,NZ_CP082050.1,1
NZ_CP082047.1,NZ_CP082051.1,1
NZ_CP082053.1,NZ_CP082054.1,1
NZ_CP082053.1,NZ_CP082055.1,1
NZ_CP082062.1,NZ_CP082063.1,1
NZ_CP082062.1,NZ_CP082064.1,1
NZ_CP082062.1,NZ_CP082065.1,1
NZ_CP082062.1,NZ_CP082066.1,1
NZ_CP082067.1,NZ_CP082068.1,1
NZ_CP082067.1,NZ_CP082069.1,1
NZ_CP082067.1,NZ_CP082070.1,1
NZ_CP082067.1,NZ_CP082071.1,1
NZ_CP082067.1,NZ_CP082072.1,1
NZ_CP082073.1,NZ_CP082074.1,1
NZ_CP082075.1,NZ_CP082076.1,1
NZ_CP082077.1,NZ_CP082078.1,1
NZ_CP082077.1,NZ_CP082079.1,1
NZ_CP082080.1,NZ_CP082081.1,1
NZ_CP082080.1,NZ_CP082082.1,1
NZ_CP082083.1,NZ_CP082084.1,1
NZ_CP082091.1,NZ_CP082092.1,1
NZ_CP082091.1,NZ_CP082093.1,1
NZ_CP082094.1,NZ_CP082095.1,1
NZ_CP082094.1,NZ_CP082096.1,1
NZ_CP082097.1,NZ_CP082098.1,1
NZ_CP082097.1,NZ_CP082099.1,1
NZ_CP082100.1,NZ_CP082101.1,1
NZ_CP082100.1,NZ_CP082102.1,1
NZ_CP082103.1,NZ_CP082104.1,1
NZ_CP082103.1,NZ_CP082105.1,1
NZ_CP082103.1,NZ_CP082106.1,1
NZ_CP130344.1,NZ_CP130345.1,1
NZ_CP130454.1,NZ_CP130455.1,1
NZ_CP043455.1,NZ_CP043456.1,1
NZ_CP043455.1,NZ_CP043457.1,1
NZ_CP043458.1,NZ_CP043459.1,1
NZ_CP043458.1,NZ_CP043460.1,1
NZ_CP043458.1,NZ_CP043461.1,1
NZ_CP043462.1,NZ_CP043463.1,1
NZ_CP043462.1,NZ_CP043464.1,1
NZ_CP043465.1,NZ_CP043466.1,1
NZ_CP043465.1,NZ_CP043467.1,1
NZ_CP043465.1,NZ_CP043468.1,1
NZ_CP129206.1,NZ_CP129207.1,1
NZ_CP129206.1,NZ_CP129208.1,1
NZ_CP129209.1,NZ_CP129210.1,1
NZ_CP129209.1,NZ_CP129211.1,1
NZ_CP131445.1,NZ_CP131446.1,1
NZ_CP131944.1,NZ_CP131945.1,1
NZ_CP131962.1,NZ_CP131964.1,1
NZ_CP131962.1,NZ_CP131963.1,1
NZ_CP116874.1,NZ_CP116875.1,1
NZ_CP116874.1,NZ_CP116876.1,1
NZ_CP116874.1,NZ_CP116880.1,1
NZ_CP116874.1,NZ_CP116882.1,1
NZ_CP116874.1,NZ_CP116877.1,1
NZ_CP116874.1,NZ_CP116879.1,1
NZ_CP116874.1,NZ_CP116881.1,1
NZ_CP116874.1,NZ_CP116883.1,1
NZ_CP116874.1,NZ_CP116878.1,1
NZ_CP116874.1,NZ_CP116884.1,1
NZ_CP132298.1,NZ_CP132299.1,1
NZ_CP132301.1,NZ_CP132300.1,1
NZ_CP132297.1,NZ_CP132296.1,1
NZ_CP132330.1,NZ_CP132331.1,1
NZ_CP132550.1,NZ_CP132549.1,1
NZ_CP132952.1,NZ_CP132954.1,1
NZ_CP132952.1,NZ_CP132955.1,1
NZ_CP132952.1,NZ_CP132953.1,1
NZ_CP133101.1,NZ_CP133103.1,1
NZ_CP133101.1,NZ_CP133102.1,1
NZ_CP133120.1,NZ_CP133121.1,1
NZ_CP133124.1,NZ_CP133125.1,1
NZ_CP133130.1,NZ_CP133132.1,1
NZ_CP133130.1,NZ_CP133131.1,1
NZ_CP133126.1,NZ_CP133127.1,1
NZ_CP133128.1,NZ_CP133129.1,1
NZ_CP133336.1,NZ_CP133337.1,1
NZ_CP133336.1,NZ_CP133338.1,1
NZ_CP133336.1,NZ_CP133339.1,1
NZ_CP133336.1,NZ_CP133340.1,1
NZ_CP133336.1,NZ_CP133341.1,1
NZ_CP133342.1,NZ_CP133343.1,1
NZ_CP133342.1,NZ_CP133344.1,1
NZ_CP133346.1,NZ_CP133347.1,1
NZ_CP133346.1,NZ_CP133348.1,1
NZ_CP133346.1,NZ_CP133349.1,1
NZ_CP133346.1,NZ_CP133350.1,1
NZ_CP133351.1,NZ_CP133352.1,1
NZ_CP133351.1,NZ_CP133353.1,1
NZ_CP133351.1,NZ_CP133354.1,1
NZ_CP133351.1,NZ_CP133355.1,1
NZ_CP133565.1,NZ_CP133566.1,1
NZ_CP133565.1,NZ_CP133567.1,1
NZ_CP121696.1,NZ_CP121697.1,1
NZ_CP126901.1,NZ_CP126903.1,1
NZ_CP126901.1,NZ_CP126902.1,1
NZ_CP135138.1,NZ_CP135139.1,1
NZ_CP135138.1,NZ_CP135140.1,1
NZ_CP135138.1,NZ_CP135141.1,1
NZ_CP135138.1,NZ_CP135142.1,1
NZ_CP135270.1,NZ_CP135271.1,1
NZ_CP135270.1,NZ_CP135272.1,1
NZ_CP135270.1,NZ_CP135273.1,1
NZ_CP135270.1,NZ_CP135274.1,1
NZ_CP135508.1,NZ_CP135509.1,1
NZ_CP135508.1,NZ_CP135510.1,1
NZ_CP135508.1,NZ_CP135511.1,1
NZ_CP135508.1,NZ_CP135512.1,1
NZ_CP135508.1,NZ_CP135513.1,1
NZ_CP135458.1,NZ_CP135459.1,1
NZ_CP135458.1,NZ_CP135460.1,1
NZ_CP135458.1,NZ_CP135461.1,1
NZ_CP135458.1,NZ_CP135462.1,1
NZ_CP135458.1,NZ_CP135463.1,1
NZ_CP135458.1,NZ_CP135464.1,1
NZ_CP135469.1,NZ_CP135470.1,1
NZ_CP135469.1,NZ_CP135471.1,1
NZ_CP135469.1,NZ_CP135472.1,1
NZ_CP135469.1,NZ_CP135473.1,1
NZ_CP135469.1,NZ_CP135474.1,1
NZ_CP135450.1,NZ_CP135451.1,1
NZ_CP135450.1,NZ_CP135452.1,1
NZ_CP135450.1,NZ_CP135453.1,1
NZ_CP135481.1,NZ_CP135482.1,1
NZ_CP135481.1,NZ_CP135483.1,1
NZ_CP135481.1,NZ_CP135484.1,1
NZ_CP135481.1,NZ_CP135485.1,1
NZ_CP135481.1,NZ_CP135486.1,1
NZ_CP135481.1,NZ_CP135487.1,1
NZ_CP135475.1,NZ_CP135476.1,1
NZ_CP135475.1,NZ_CP135478.1,1
NZ_CP135475.1,NZ_CP135479.1,1
NZ_CP135475.1,NZ_CP135480.1,1
NZ_CP135488.1,NZ_CP135489.1,1
NZ_CP135488.1,NZ_CP135492.1,1
NZ_CP135494.1,NZ_CP135495.1,1
NZ_CP135494.1,NZ_CP135496.1,1
NZ_CP135494.1,NZ_CP135497.1,1
NZ_CP135498.1,NZ_CP135499.1,1
NZ_CP135498.1,NZ_CP135500.1,1
NZ_CP135498.1,NZ_CP135501.1,1
NZ_CP135502.1,NZ_CP135503.1,1
NZ_CP135502.1,NZ_CP135505.1,1
NZ_CP135502.1,NZ_CP135507.1,1
NZ_CP119441.1,NZ_CP119442.1,1
NZ_CP119443.1,NZ_CP119444.1,1
NZ_CP119443.1,NZ_CP119445.1,1
NZ_CP119446.1,NZ_CP119447.1,1
NZ_CP119446.1,NZ_CP119449.1,1
NZ_CP119446.1,NZ_CP119448.1,1
NZ_CP119450.1,NZ_CP119451.1,1
NZ_CP119450.1,NZ_CP119452.1,1
NZ_CP119450.1,NZ_CP119453.1,1
NZ_CP119450.1,NZ_CP119454.1,1
NZ_CP119450.1,NZ_CP119455.1,1
NZ_CP135646.1,NZ_CP135647.1,1
NZ_CP135646.1,NZ_CP135648.1,1
NZ_CP135649.1,NZ_CP135650.1,1
NZ_CP135649.1,NZ_CP135651.1,1
NZ_CP135649.1,NZ_CP135652.1,1
NZ_CP135643.1,NZ_CP135644.1,1
NZ_CP135643.1,NZ_CP135645.1,1
NZ_CP135712.1,NZ_CP135713.1,1
NZ_CP135712.1,NZ_CP135714.1,1
NZ_CP135712.1,NZ_CP135715.1,1
NZ_CP135712.1,NZ_CP135716.1,1
NZ_CP135712.1,NZ_CP135717.1,1
NZ_CP135712.1,NZ_CP135718.1,1
NZ_CP135653.1,NZ_CP135654.1,1
NZ_CP135656.1,NZ_CP135657.1,1
NZ_CP135658.1,NZ_CP135659.1,1
NZ_CP135658.1,NZ_CP135660.1,1
NZ_CP135658.1,NZ_CP135661.1,1
NZ_CP135658.1,NZ_CP135662.1,1
NZ_CP135658.1,NZ_CP135663.1,1
NZ_CP135664.1,NZ_CP135665.1,1
NZ_CP135664.1,NZ_CP135666.1,1
NZ_CP135664.1,NZ_CP135667.1,1
NZ_CP135664.1,NZ_CP135668.1,1
NZ_CP135664.1,NZ_CP135669.1,1
NZ_CP135664.1,NZ_CP135670.1,1
NZ_CP135697.1,NZ_CP135698.1,1
NZ_CP135697.1,NZ_CP135699.1,1
NZ_CP135697.1,NZ_CP135700.1,1
NZ_CP135697.1,NZ_CP135701.1,1
NZ_CP135697.1,NZ_CP135702.1,1
NZ_CP135697.1,NZ_CP135703.1,1
NZ_CP135697.1,NZ_CP135704.1,1
NZ_CP135697.1,NZ_CP135705.1,1
NZ_CP135691.1,NZ_CP135692.1,1
NZ_CP135691.1,NZ_CP135693.1,1
NZ_CP135691.1,NZ_CP135694.1,1
NZ_CP135691.1,NZ_CP135695.1,1
NZ_CP135691.1,NZ_CP135696.1,1
NZ_CP135680.1,NZ_CP135681.1,1
NZ_CP135680.1,NZ_CP135682.1,1
NZ_CP135680.1,NZ_CP135683.1,1
NZ_CP135680.1,NZ_CP135684.1,1
NZ_CP135671.1,NZ_CP135672.1,1
NZ_CP135671.1,NZ_CP135673.1,1
NZ_CP135671.1,NZ_CP135674.1,1
NZ_CP135671.1,NZ_CP135675.1,1
NZ_CP135671.1,NZ_CP135676.1,1
NZ_CP135671.1,NZ_CP135677.1,1
NZ_CP135671.1,NZ_CP135678.1,1
NZ_CP135671.1,NZ_CP135679.1,1
NZ_CP135685.1,NZ_CP135686.1,1
NZ_CP135685.1,NZ_CP135687.1,1
NZ_CP135688.1,NZ_CP135689.1,1
NZ_CP135688.1,NZ_CP135690.1,1
NZ_CP135722.1,NZ_CP135723.1,1
NZ_CP135722.1,NZ_CP135724.1,1
NZ_CP135722.1,NZ_CP135725.1,1
NZ_CP135722.1,NZ_CP135726.1,1
NZ_CP135709.1,NZ_CP135710.1,1
NZ_CP135709.1,NZ_CP135711.1,1
NZ_CP135983.1,NZ_CP135984.1,1
NZ_CP135983.1,NZ_CP135985.1,1
NZ_CP135983.1,NZ_CP135986.1,1
NZ_CP118735.1,NZ_CP118736.1,1
NZ_CP117887.1,NZ_CP117889.1,1
NZ_CP117887.1,NZ_CP117890.1,1
NZ_CP117887.1,NZ_CP117888.1,1
NZ_CP117887.1,NZ_CP117891.1,1
NZ_CP117887.1,NZ_CP117892.1,1
NZ_CP117887.1,NZ_CP117893.1,1
NZ_CP117902.1,NZ_CP117904.1,1
NZ_CP117902.1,NZ_CP117905.1,1
NZ_CP117902.1,NZ_CP117903.1,1
NZ_CP117902.1,NZ_CP117906.1,1
NZ_CP117902.1,NZ_CP117907.1,1
NZ_CP117902.1,NZ_CP117908.1,1
NZ_CP117909.1,NZ_CP117917.1,1
NZ_CP117909.1,NZ_CP117911.1,1
NZ_CP117909.1,NZ_CP117912.1,1
NZ_CP117909.1,NZ_CP117914.1,1
NZ_CP117909.1,NZ_CP117915.1,1
NZ_CP117909.1,NZ_CP117910.1,1
NZ_CP119383.1,NZ_CP119390.1,1
NZ_CP119383.1,NZ_CP119388.1,1
NZ_CP119383.1,NZ_CP119389.1,1
NZ_CP119383.1,NZ_CP119384.1,1
NZ_CP119383.1,NZ_CP119385.1,1
NZ_CP119383.1,NZ_CP119387.1,1
NZ_CP118290.1,NZ_CP118297.1,1
NZ_CP118290.1,NZ_CP118295.1,1
NZ_CP118290.1,NZ_CP118296.1,1
NZ_CP118290.1,NZ_CP118291.1,1
NZ_CP118290.1,NZ_CP118292.1,1
NZ_CP118290.1,NZ_CP118294.1,1
NZ_CP118298.1,NZ_CP118305.1,1
NZ_CP118298.1,NZ_CP118303.1,1
NZ_CP118298.1,NZ_CP118304.1,1
NZ_CP118298.1,NZ_CP118299.1,1
NZ_CP118298.1,NZ_CP118300.1,1
NZ_CP118298.1,NZ_CP118302.1,1
NZ_CP119374.1,NZ_CP119381.1,1
NZ_CP119374.1,NZ_CP119379.1,1
NZ_CP119374.1,NZ_CP119375.1,1
NZ_CP119374.1,NZ_CP119376.1,1
NZ_CP119374.1,NZ_CP119378.1,1
NZ_CP136405.1,NZ_CP136406.1,1
NZ_CP136405.1,NZ_CP136407.1,1
NZ_CP136405.1,NZ_CP136408.1,1
NZ_CP136405.1,NZ_CP136409.1,1
NZ_CP136405.1,NZ_CP136410.1,1
NZ_CP136504.1,NZ_CP136505.1,1
NZ_CP136643.1,NZ_CP136644.1,1
NZ_CP136940.1,NZ_CP136941.1,1
NZ_CP136940.1,NZ_CP136942.1,1
NZ_CP136993.2,NZ_CP136994.1,1
NZ_AP028415.1,NZ_AP028416.1,1
NZ_AP028415.1,NZ_AP028417.1,1
NZ_AP028415.1,NZ_AP028418.1,1
NZ_AP028415.1,NZ_AP028419.1,1
NZ_CP137696.1,NZ_CP137697.1,1
NZ_CP137696.1,NZ_CP137698.1,1
NZ_CP137696.1,NZ_CP137699.1,1
NZ_CP137703.1,NZ_CP137704.1,1
NZ_CP137705.1,NZ_CP137706.1,1
NZ_CP137705.1,NZ_CP137707.1,1
NZ_CP137705.1,NZ_CP137708.1,1
NZ_CP137712.1,NZ_CP137713.1,1
NZ_CP136638.1,NZ_CP136639.1,1
NZ_CP138307.1,NZ_CP138308.1,1
NZ_CP138305.1,NZ_CP138306.1,1
NZ_CP137920.1,NZ_CP137921.1,1
NZ_CP137920.1,NZ_CP137922.1,1
NZ_CP138566.1,NZ_CP138567.1,1
NZ_CP138637.1,NZ_CP138638.1,1
NZ_CP138642.1,NZ_CP138643.1,1
NZ_CP138642.1,NZ_CP138644.1,1
NZ_CP138642.1,NZ_CP138645.1,1
NZ_CP138648.1,NZ_CP138649.1,1
NZ_CP138648.1,NZ_CP138650.1,1
NZ_CP138648.1,NZ_CP138651.1,1
NZ_CP138648.1,NZ_CP138652.1,1
NZ_CP138653.1,NZ_CP138654.1,1
NZ_CP138655.1,NZ_CP138656.1,1
NZ_CP138655.1,NZ_CP138657.1,1
NZ_CP138658.1,NZ_CP138659.1,1
NZ_CP138846.1,NZ_CP138847.1,1
NZ_CP138846.1,NZ_CP138848.1,1
NZ_CP138846.1,NZ_CP138849.1,1
NZ_CP138846.1,NZ_CP138850.1,1
NZ_CP138846.1,NZ_CP138851.1,1
NZ_CP127081.1,NZ_CP127082.1,1
NZ_CP127081.1,NZ_CP127083.1,1
NZ_CP127081.1,NZ_CP127084.1,1
NZ_CP127081.1,NZ_CP127085.1,1
NZ_CP127081.1,NZ_CP127086.1,1
NZ_CP127081.1,NZ_CP127087.1,1
NZ_CP127081.1,NZ_CP127088.1,1
NZ_CP111095.1,NZ_CP111097.1,1
NZ_CP111095.1,NZ_CP111096.1,1
NZ_CP111098.1,NZ_CP111099.1,1
NZ_CP111101.1,NZ_CP111100.1,1
NZ_CP139216.1,NZ_CP139217.1,1
NZ_CP139216.1,NZ_CP139218.1,1
NZ_CP139039.1,NZ_CP139040.1,1
NZ_CP136423.1,NZ_CP136424.1,1
NZ_CP139746.1,NZ_CP139747.1,1
NZ_CP140412.1,NZ_CP140413.1,1
NZ_CP140412.1,NZ_CP140414.1,1
NZ_CP140412.1,NZ_CP140415.1,1
NZ_CP140420.1,NZ_CP140421.1,1
NZ_CP140420.1,NZ_CP140422.1,1
NZ_CP140420.1,NZ_CP140423.1,1
NZ_CP141080.1,NZ_CP141081.1,1
NZ_CP141083.1,NZ_CP141082.1,1
NZ_CP141092.1,NZ_CP141091.1,1
NZ_CP141093.1,NZ_CP141095.1,1
NZ_CP141093.1,NZ_CP141094.1,1
NZ_CP141096.1,NZ_CP141099.1,1
NZ_CP141096.1,NZ_CP141097.1,1
NZ_CP141096.1,NZ_CP141098.1,1
NZ_CP141100.1,NZ_CP141101.1,1
NZ_CP141640.1,NZ_CP141641.1,1
NZ_CP141640.1,NZ_CP141642.1,1
NZ_CP141745.1,NZ_CP141746.1,1
NZ_CP141992.1,NZ_CP141993.1,1
NZ_CP141992.1,NZ_CP141994.1,1
NZ_CP141992.1,NZ_CP141995.1,1
NZ_CP141992.1,NZ_CP141996.1,1
NZ_CP136435.1,NZ_CP136436.1,1
NZ_CP136435.1,NZ_CP136440.1,1
NZ_CP136435.1,NZ_CP136438.1,1
NZ_CP136435.1,NZ_CP136439.1,1
NZ_CP136435.1,NZ_CP136437.1,1
NZ_CP142095.1,NZ_CP142096.1,1
NZ_LT216436.1,NZ_LT216439.1,1
NZ_LT216436.1,NZ_LT216438.1,1
NZ_LT216436.1,NZ_LT216437.1,1
NZ_LT900338.1,NZ_LT900339.1,1
NZ_LT900338.1,NZ_LT900340.1,1
NZ_LT900338.1,NZ_LT900341.1,1
NZ_LT900338.1,NZ_LT900342.1,1
NZ_LT900338.1,NZ_LT900343.1,1
NZ_LS992154.1,NZ_LS992155.1,1
NZ_LR130509.1,NZ_LR130510.1,1
NZ_LR130511.1,NZ_LR130512.1,1
NZ_LR130515.1,NZ_LR130516.1,1
NZ_LR130515.1,NZ_LR130517.1,1
NZ_LR595848.1,NZ_LR595849.1,1
NZ_LR130541.1,NZ_LR130542.1,1
NZ_LR130545.1,NZ_LR130546.1,1
NZ_LR130545.1,NZ_LR130547.1,1
NZ_LR130555.1,NZ_LR130556.1,1
NZ_LR130555.1,NZ_LR130557.1,1
NZ_LR130555.1,NZ_LR130558.1,1
NZ_LR130555.1,NZ_LR130559.1,1
NZ_LR130555.1,NZ_LR130560.1,1
NZ_LR130555.1,NZ_LR130561.1,1
NZ_LR130552.1,NZ_LR130553.1,1
NZ_LR130552.1,NZ_LR130554.1,1
NZ_LR130564.1,NZ_LR130565.1,1
NZ_LR130564.1,NZ_LR130566.1,1
NZ_LR130562.1,NZ_LR130563.1,1
NZ_LR723670.1,NZ_LR723671.1,1
NZ_LR723670.1,NZ_LR723672.1,1
NZ_LR723670.1,NZ_LR723673.1,1
NZ_LR723670.1,NZ_LR723674.1,1
NZ_LR735421.1,NZ_LR735422.1,1
NZ_LR735421.1,NZ_LR735423.1,1
NZ_LR735429.1,NZ_LR735430.1,1
NZ_LR735434.1,NZ_LR735435.1,1
NZ_LR735434.1,NZ_LR735436.1,1
NZ_LR735437.1,NZ_LR735438.1,1
NZ_LR735437.1,NZ_LR735439.1,1
NZ_LR735432.1,NZ_LR735433.1,1
NZ_LR745042.1,NZ_LR745043.1,1
NZ_LR745042.1,NZ_LR745044.1,1
NZ_LR745045.1,NZ_LR745046.1,1
NZ_LR745045.1,NZ_LR745047.1,1
NZ_LR777654.1,NZ_LR777655.1,1
NZ_LR777658.1,NZ_LR777659.1,1
NZ_LR777656.1,NZ_LR777657.1,1
NZ_LR828257.1,NZ_LR828258.1,1
NZ_LR828257.1,NZ_LR828259.1,1
NZ_LR828257.1,NZ_LR828260.1,1
NZ_LR828261.1,NZ_LR828262.1,1
NZ_LR828261.1,NZ_LR828263.1,1
NZ_LR828253.1,NZ_LR828254.1,1
NZ_LR828253.1,NZ_LR828255.1,1
NZ_LR828253.1,NZ_LR828256.1,1
NZ_OW970365.1,NZ_OW970366.1,1
NZ_OW970365.1,NZ_OW970367.1,1
NZ_OW970365.1,NZ_OW970368.1,1
NZ_OW970365.1,NZ_OW970369.1,1
